카드 ID,카드명,카드 브랜드,체크/신용,이미지 URL,카드 디테일 링크,통합혜택,대분류태그,소분류태그
58,American Express Green,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/60/card_img/27712/60card.png,https://www.card-gorilla.com/card/detail/60,할인 항공 면세점 백화점 인터파크 티켓 이마트 트레이더스 만원 이상 결제 시 원 결제일할인 적립 멤버십리워즈 여행 숙박 인천공항 주차요금 와이파이도시락 영화 CGV 롯데시네마 카페 스타벅스 프리미엄 AMEX PLATINUM 서비스,"['디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['커피/음료', '숙박', '제과/제빵/떡/케익']"
59,스카이패스 삼성아멕스카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/61/card_img/28053/61card.png,https://www.card-gorilla.com/card/detail/61,대한항공 국내외 이용금액 원당 스카이패스 마일리지 적립 주유 S OIL 주유소 시 리터당 보너스포인트 테마파크 놀이공원 자유이용권 워터파크 입장권 현장할인 정비 엔진오일 교환 원 프리미엄 American Express Selects 서비스,"['생활서비스', '여가/오락']","['취미/오락', '연료판매', '수리서비스']"
60,글로벌쇼핑 삼성카드 5v2,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/62/card_img/28103/62card.png,https://www.card-gorilla.com/card/detail/62,해외직구 해외 쇼핑 특화 서비스 적립 백화점 할인점 병원 약국 등 빅포인트 카페 디저트 커피전문점 파리바게뜨 배스킨라빈스 던킨도너츠 결제일할인 테마파크 어린이 직업체험 놀이공원 할인 도서 서점 학습지 영화 CGV 원,"['전자상거래', '의료/건강', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '커피/음료', '일반병원', '제과/제빵/떡/케익']"
61,삼성페이 삼성카드 taptap,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/63/card_img/28054/63card.png,https://www.card-gorilla.com/card/detail/63,삼성페이 삼성 페이 결제일할인 모든가맹점 국내외 가맹점 결제일 할인 통신 이동통신요금 영화 CGV 롯데시네마 원,"['전자상거래', '생활서비스', '소매/유통', '여가/오락']","['인터넷쇼핑', '교통서비스']"
62,신세계이마트 삼성카드7,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/64/card_img/27713/64card.png,https://www.card-gorilla.com/card/detail/64,쇼핑 신세계백화점 이마트 제휴 혜택 적립 국내 가맹점 주유 삼성전자 등 빅포인트 할인 영화 세콤홈즈 삼성미술관리움 무이자할부 주말 만원 이상 결제 시 개월,"['생활서비스', '소매/유통']",['연료판매']
63,삼성카드 2V3(아지냥이 Edition),삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/65/card_img/20147/65card.png,https://www.card-gorilla.com/card/detail/65,선택형 라이프스타일 옵션서비스 자주 이용하는 개 업종 선택 시 원 결제일할인 대중교통 택시 통신 이동통신 카페 커피전문점 해외 할인 영화,"['디저트', '생활서비스', '식사']","['커피/음료', '제과/제빵/떡/케익', '교통서비스']"
64,삼성카드 6V3,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/66/card_img/20148/66card.png,https://www.card-gorilla.com/card/detail/66,할인 국내 가맹점 결제일할인 마트 편의점 할인점 슈퍼마켓 원 주유 쇼핑 온라인쇼핑몰 홈쇼핑 애완동물 동물병원 병원 약국 해외 영화 선택형 나의 선택할인,"['전자상거래', '의료/건강', '생활서비스', '소매/유통']","['음/식료품소매', '인터넷쇼핑', '일반병원', '연료판매']"
65,삼성카드 3V3(GS칼텍스),삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/67/card_img/20149/67card.png,https://www.card-gorilla.com/card/detail/67,주유 GS칼텍스 리터당 주중 원 주말 결제일할인 푸드 음식점 배달앱 택시 카페 커피전문점 편의점 온라인쇼핑 온라인쇼핑몰 해외 영화 테마파크 놀이공원 자유이용권 워터파크 입장권 현장할인 선택형 나의 선택할인,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '음식배달서비스', '음/식료품소매', '교통서비스', '연료판매', '제과/제빵/떡/케익', '인터넷쇼핑', '커피/음료']"
66,삼성카드 3V3(SK에너지),삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/68/card_img/20150/68card.png,https://www.card-gorilla.com/card/detail/68,주유 SK에너지 리터당 주중 원 주말 결제일할인 푸드 음식점 배달앱 택시 카페 커피전문점 편의점 온라인쇼핑 온라인쇼핑몰 해외 영화 테마파크 놀이공원 자유이용권 워터파크 입장권 현장할인 선택형 나의 선택할인,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '음식배달서비스', '음/식료품소매', '교통서비스', '연료판매', '제과/제빵/떡/케익', '인터넷쇼핑', '커피/음료']"
67,삼성카드 4V3(포인트),삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/69/card_img/20151/69card.png,https://www.card-gorilla.com/card/detail/69,적립 국내 가맹점 빅포인트 푸드 음식점 병원 약국 해외 쇼핑 할인점 온라인쇼핑몰 주유 영화 원 결제일할인 선택형 나의 선택할인,"['전자상거래', '의료/건강', '생활서비스', '소매/유통']","['인터넷쇼핑', '일반병원', '연료판매']"
68,삼성카드 5V3,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/70/card_img/20152/70card.png,https://www.card-gorilla.com/card/detail/70,교육 육아 학원 서점 학습지 인터넷강의 결제일할인 쇼핑 할인점 슈퍼마켓 온라인쇼핑몰 카페 디저트 커피전문점 제과점 병원 약국 원 해외 영화 테마파크 놀이공원 할인 서비스 선택형 나의 선택할인,"['전자상거래', '의료/건강', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '제과/제빵/떡/케익', '인터넷쇼핑', '일반병원', '커피/음료']"
69,삼성카드 4V3,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/71/card_img/20153/71card.png,https://www.card-gorilla.com/card/detail/71,할인 국내 가맹점 결제일할인 푸드 음식점 병원 약국 해외 쇼핑 할인점 온라인쇼핑몰 주유 영화 원 선택형 나의 선택할인,"['전자상거래', '의료/건강', '생활서비스', '소매/유통']","['인터넷쇼핑', '일반병원', '연료판매']"
70,트레이더스신세계 삼성카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/72/card_img/27714/72card.png,https://www.card-gorilla.com/card/detail/72,대형마트 트레이더스 결제일할인 교육 육아 학원 서점 학습지 인터넷강의 통신 이동통신 카페 커피전문점 백화점 신세계백화점 제휴 서비스 병원 약국 청구할인,"['의료/건강', '디저트', '식사', '소매/유통', '생활서비스']","['커피/음료', '일반병원', '제과/제빵/떡/케익']"
71,카드의정석 NEW우리V카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/73/card_img/20155/73card.png,https://www.card-gorilla.com/card/detail/73,생활 대형마트 백화점 주유 등 청구할인 패밀리레스토랑 아웃백 애슐리 TGIF 카페 디저트 탐앤탐스 스타벅스 프리미엄 서비스 통신 영화 놀이공원 호텔 할인 금융 우리은행 수수료 면제서비스 무이자할부 할부전환서비스,"['디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '숙박', '휴게소/대형업체']"
72,All For Me카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/74/card_img/20156/74card.png,https://www.card-gorilla.com/card/detail/74,생활 주요 대 업종 청구할인 영화 전국 영화관 원 카페 커피 테마파크 놀이공원 자유이용권 현장할인 패스트푸드 치킨 피자,"['디저트', '식사', '여가/오락']","['취미/오락', '패스트푸드', '커피/음료']"
73,KT 카드의정석 Super DC,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/75/card_img/20157/75card.png,https://www.card-gorilla.com/card/detail/75,통신 KT통신요금 할인 영화 영화관 카페 커피전문점,"['디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['커피/음료', '제과/제빵/떡/케익', '교통서비스']"
74,LGU+ 카드의정석 장기할부,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/76/card_img/20158/76card.png,https://www.card-gorilla.com/card/detail/76,통신 LGU 장기할부 및 청구할인 카페 커피전문점 할인 패밀리레스토랑 OTT 영화 문화 영화관 테마파크 놀이공원,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '문화서비스', '제과/제빵/떡/케익', '휴게소/대형업체', '커피/음료']"
75,위비멤버스카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/77/card_img/20159/77card.png,https://www.card-gorilla.com/card/detail/77,모든가맹점 국내 가맹점 위비꿀머니 적립 쇼핑 대형할인점 면세점 및 위비마켓 학원 통신 이동통신 병원 병의원 해외 이용금액 패스트푸드 치킨 피자 청구할인 영화 전국 영화관 카페 스타벅스 이디야 폴바셋 여행 숙박 프리미엄 투어 서비스 멤버십포인트 위비멤버스,"['의료/건강', '디저트', '식사', '생활서비스', '여가/오락']","['숙박', '일반병원', '패스트푸드', '제과/제빵/떡/케익']"
76,블루다이아몬드Ⅱ 카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/78/card_img/20160/78card.png,https://www.card-gorilla.com/card/detail/78,모든가맹점 포인트형 특화서비스 항공마일리지 마일리지형 바우처 GIFT VOUCHER 연 회 택 여행 숙박 Travel Service 생활 치킨 피자 청구할인 전국 영화관 골프 우대 서비스,"['식사', '여가/오락']",['숙박']
77,그랑블루Ⅱ카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/79/card_img/20161/79card.png,https://www.card-gorilla.com/card/detail/79,유의사항 해당 카드는 신규 발급이 중단되었습니다,[],[]
78,썸(SUM) 페이 카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/80/card_img/20162/80card.png,https://www.card-gorilla.com/card/detail/80,간편결제 PAY 서비스 결제 시 할인 생활 외 영화 전국 영화관 천원 청구할인 푸드 치킨 피자 기타 카드 Touching 안내 해외 해외이용 이용수수료 면제,"['전자상거래', '생활서비스', '식사', '여가/오락']","['공연관람', '패스트푸드']"
79,위메프 우리카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/81/card_img/20163/81card.png,https://www.card-gorilla.com/card/detail/81,소셜커머스 위메프 포인트 적립 카페 스타벅스 사이렌오더 포함 청구 할인 편의점 업종,"['디저트', '전자상거래', '식사', '소매/유통']","['음/식료품소매', '인터넷쇼핑', '제과/제빵/떡/케익']"
80,우리 XGOLF 카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/82/card_img/20164/82card.png,https://www.card-gorilla.com/card/detail/82,쇼핑 Well Living 백화점 온라인 대형할인점 모아포인트 적립 통신 이동통신 병원 동물병원 포함 여행 숙박 Enjoy 해외 면세점 여행사 항공사 골프 업종 프리미엄 라이프 서비스 제공,"['의료/건강', '생활서비스', '소매/유통', '여가/오락']","['숙박', '일반병원']"
81,ONLY 나만의카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/83/card_img/20165/83card.png,https://www.card-gorilla.com/card/detail/83,유의사항 해당 카드는 신규 발급이 중단되었습니다,[],[]
82,카드의정석 POINT,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/84/card_img/20166/84card.png,https://www.card-gorilla.com/card/detail/84,모든가맹점 모아포인트 적립 통신 이동통신 업종 대중교통 자동차 전기차 충전 카페 스타벅스 엔제리너스 이디야 영화 CGV 롯데시네마 쇼핑 백화점 할인점 온라인쇼핑 주유 해외 가맹점 간편결제 주요 추가적립,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['교통서비스', '인터넷쇼핑', '제과/제빵/떡/케익', '연료판매']"
83,카드의정석 SHOPPING,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/85/card_img/20167/85card.png,https://www.card-gorilla.com/card/detail/85,쇼핑 온 오프라인 청구할인 간편결제 온라인 업종 대 PAY 결제 시 추가할인 주유 주유소 주말 주유시 리터당 원 카페 스타벅스 폴바셋 금융 Two in One 결제서비스,"['디저트', '전자상거래', '생활서비스', '식사']","['제과/제빵/떡/케익', '연료판매']"
84,카드의정석 DISCOUNT,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/86/card_img/20168/86card.png,https://www.card-gorilla.com/card/detail/86,모든가맹점 모든 국내 가맹점 청구할인 주유 S OIL 현대오일뱅크 리터당 원 대중교통 카페 스타벅스 폴바셋 금융 Two in One 결제서비스,"['디저트', '생활서비스', '식사']","['교통서비스', '제과/제빵/떡/케익', '연료판매']"
85,DA@카드의정석,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/87/card_img/20239/87card.png,https://www.card-gorilla.com/card/detail/87,모든가맹점 국내외 가맹점 청구할인 공항라운지 PP 인천 김포 김해공항라운지 무료 이용 서비스 MasterCard 브랜드로 발급 시 제공 카페 디저트 제과점 편의점 대형마트 수퍼마켓 병원 약국 쇼핑 면세점 해외이용금액 뷰티 피트니스 대중교통 항공권 항공사 일반음식점 음식점 렌탈 렌탈관련 이용금액 교육 육아 교육관련 청구할인육아관련 OTT 영화 문화 영화관련 청구할인문화관련 주유 주유관련 통신 통신관련,"['의료/건강', '디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['음/식료품소매', '교통서비스', '연료판매', '한식', '제과/제빵/떡/케익', '문화서비스', '차량관리/서비스', '일반병원', '커피/음료']"
